words,turns,guesses
pinch,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'ybbyb'], [3, 'punch', 'gbggg'], [4, 'pinch', 'ggggg']]"
panic,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgbbb'], [3, 'canon', 'yggbb'], [4, 'panic', 'ggggg']]"
blown,4,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'bgbyb'], [3, 'clown', 'bgggg'], [4, 'blown', 'ggggg']]"
pluck,4,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'bggbg'], [3, 'cluck', 'bgggg'], [4, 'pluck', 'ggggg']]"
rural,4,"[[1, 'slate', 'byybb'], [2, 'canal', 'bbbgg'], [3, 'moral', 'bbggg'], [4, 'rural', 'ggggg']]"
champ,4,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'gbgbb'], [3, 'chain', 'gggbb'], [4, 'champ', 'ggggg']]"
patio,4,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'ygbbb'], [3, 'patch', 'gggbb'], [4, 'patio', 'ggggg']]"
guppy,5,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbbbg'], [3, 'dumpy', 'bgbgg'], [4, 'puppy', 'bgggg'], [5, 'guppy', 'ggggg']]"
cello,5,"[[1, 'slate', 'bybby'], [2, 'level', 'ygbby'], [3, 'belly', 'bgggb'], [4, 'hello', 'bgggg'], [5, 'cello', 'ggggg']]"
chuck,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gbbbb'], [3, 'chuck', 'ggggg']]"
dumpy,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbbbg'], [3, 'dumpy', 'ggggg']]"
laugh,4,"[[1, 'slate', 'byybb'], [2, 'canal', 'bgbby'], [3, 'rally', 'bgybb'], [4, 'laugh', 'ggggg']]"
mania,3,"[[1, 'slate', 'bbybb'], [2, 'marry', 'ggbbb'], [3, 'mania', 'ggggg']]"
adapt,4,"[[1, 'slate', 'bbgyb'], [2, 'trait', 'bbgbg'], [3, 'chant', 'bbgbg'], [4, 'adapt', 'ggggg']]"
natal,3,"[[1, 'slate', 'byyyb'], [2, 'fatal', 'bgggg'], [3, 'natal', 'ggggg']]"
unset,3,"[[1, 'slate', 'ybbyy'], [2, 'beset', 'bbggg'], [3, 'unset', 'ggggg']]"
rhyme,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bybbg'], [3, 'gorge', 'bbybg'], [4, 'rhyme', 'ggggg']]"
stiff,4,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'ggbbb'], [3, 'stink', 'gggbb'], [4, 'stiff', 'ggggg']]"
terra,4,"[[1, 'slate', 'bbyyy'], [2, 'cater', 'byyyy'], [3, 'treat', 'gyyyb'], [4, 'terra', 'ggggg']]"
dough,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbybb'], [3, 'buxom', 'bybyb'], [4, 'dough', 'ggggg']]"
begin,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbbb'], [3, 'deign', 'bgyyg'], [4, 'begin', 'ggggg']]"
credo,3,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bybby'], [3, 'credo', 'ggggg']]"
angel,4,"[[1, 'slate', 'byyby'], [2, 'legal', 'bygyg'], [3, 'bagel', 'byggg'], [4, 'angel', 'ggggg']]"
enemy,3,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bybyb'], [3, 'enemy', 'ggggg']]"
finch,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'ybbyb'], [3, 'punch', 'bbggg'], [4, 'finch', 'ggggg']]"
mucky,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'ybbbg'], [3, 'mucky', 'ggggg']]"
gloss,4,"[[1, 'slate', 'ygbbb'], [2, 'blush', 'bgbgb'], [3, 'floss', 'bgggg'], [4, 'gloss', 'ggggg']]"
sigma,4,"[[1, 'slate', 'gbybb'], [2, 'saucy', 'gybbb'], [3, 'sonar', 'gbbyb'], [4, 'sigma', 'ggggg']]"
twirl,3,"[[1, 'slate', 'bybyb'], [2, 'built', 'bbgyy'], [3, 'twirl', 'ggggg']]"
amber,4,"[[1, 'slate', 'bbyby'], [2, 'racer', 'bybgg'], [3, 'anger', 'gbbgg'], [4, 'amber', 'ggggg']]"
shrub,4,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'ggbbb'], [3, 'shrug', 'ggggb'], [4, 'shrub', 'ggggg']]"
skimp,4,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gbbby'], [3, 'skiff', 'gggbb'], [4, 'skimp', 'ggggg']]"
agent,4,"[[1, 'slate', 'bbyyy'], [2, 'cater', 'byyyb'], [3, 'wheat', 'bbgyg'], [4, 'agent', 'ggggg']]"
fetid,5,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'ygbbb'], [3, 'retro', 'bggbb'], [4, 'fetch', 'gggbb'], [5, 'fetid', 'ggggg']]"
mushy,4,"[[1, 'slate', 'ybbbb'], [2, 'missy', 'gbgbg'], [3, 'musky', 'gggbg'], [4, 'mushy', 'ggggg']]"
olden,3,"[[1, 'slate', 'bgbby'], [2, 'elder', 'bgggb'], [3, 'olden', 'ggggg']]"
razor,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgyyb'], [3, 'radar', 'ggbbg'], [4, 'razor', 'ggggg']]"
rough,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byybb'], [3, 'furor', 'byyyb'], [4, 'rough', 'ggggg']]"
blimp,4,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'bgbbb'], [3, 'bloom', 'ggbby'], [4, 'blimp', 'ggggg']]"
group,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bggbb'], [3, 'brood', 'bggbb'], [4, 'group', 'ggggg']]"
assay,3,"[[1, 'slate', 'ybybb'], [2, 'gassy', 'bygbg'], [3, 'assay', 'ggggg']]"
amply,5,"[[1, 'slate', 'byybb'], [2, 'canal', 'bybby'], [3, 'villa', 'bbbgy'], [4, 'apply', 'gbggg'], [5, 'amply', 'ggggg']]"
civil,4,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbybb'], [3, 'lurid', 'ybbgb'], [4, 'civil', 'ggggg']]"
curio,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gyybb'], [3, 'curio', 'ggggg']]"
edict,5,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'bybbg'], [3, 'erect', 'gbbgg'], [4, 'evict', 'gbggg'], [5, 'edict', 'ggggg']]"
octet,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'ybbgg'], [3, 'covet', 'yybgg'], [4, 'octet', 'ggggg']]"
award,4,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'bygbb'], [3, 'board', 'bbggg'], [4, 'award', 'ggggg']]"
dress,5,"[[1, 'slate', 'ybbby'], [2, 'riser', 'ybyyb'], [3, 'press', 'bgggg'], [4, 'cress', 'bgggg'], [5, 'dress', 'ggggg']]"
inter,3,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'ybygb'], [3, 'inter', 'ggggg']]"
jewel,4,"[[1, 'slate', 'bybby'], [2, 'level', 'bgbgg'], [3, 'repel', 'bgbgg'], [4, 'jewel', 'ggggg']]"
limit,3,"[[1, 'slate', 'bybyb'], [2, 'built', 'bbyyg'], [3, 'limit', 'ggggg']]"
uncle,5,"[[1, 'slate', 'bybbg'], [2, 'belle', 'bbbgg'], [3, 'while', 'bbbgg'], [4, 'cycle', 'bbggg'], [5, 'uncle', 'ggggg']]"
butch,3,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'ybbyb'], [3, 'butch', 'ggggg']]"
neigh,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbbb'], [3, 'deign', 'bgggy'], [4, 'neigh', 'ggggg']]"
wimpy,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbbbg'], [3, 'dumpy', 'bbggg'], [4, 'wimpy', 'ggggg']]"
thong,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'gbyyb'], [3, 'tough', 'gybyy'], [4, 'thong', 'ggggg']]"
inlay,3,"[[1, 'slate', 'byybb'], [2, 'canal', 'bbygy'], [3, 'inlay', 'ggggg']]"
dream,5,"[[1, 'slate', 'bbyby'], [2, 'racer', 'yybyb'], [3, 'break', 'bgggb'], [4, 'dread', 'ggggb'], [5, 'dream', 'ggggg']]"
otter,3,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'ybbgy'], [3, 'otter', 'ggggg']]"
kneel,6,"[[1, 'slate', 'bybby'], [2, 'level', 'bybgg'], [3, 'bowel', 'bbbgg'], [4, 'expel', 'ybbgg'], [5, 'cruel', 'bbbgg'], [6, 'kneel', 'ggggg']]"
theft,3,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'gybbg'], [3, 'theft', 'ggggg']]"
major,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'ggybb'], [3, 'manor', 'ggbgg'], [4, 'major', 'ggggg']]"
punch,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'ybbyb'], [3, 'punch', 'ggggg']]"
girth,4,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bgggg'], [3, 'birth', 'bgggg'], [4, 'girth', 'ggggg']]"
evict,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'bybbg'], [3, 'erect', 'gbbgg'], [4, 'evict', 'ggggg']]"
bless,3,"[[1, 'slate', 'ygbby'], [2, 'flesh', 'bgggb'], [3, 'bless', 'ggggg']]"
edify,3,"[[1, 'slate', 'bbbby'], [2, 'fever', 'yybbb'], [3, 'edify', 'ggggg']]"
north,5,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bbggg'], [3, 'forth', 'bgggg'], [4, 'worth', 'bgggg'], [5, 'north', 'ggggg']]"
tonic,3,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'gybbb'], [3, 'tonic', 'ggggg']]"
rhino,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byygb'], [3, 'round', 'gybgb'], [4, 'rhino', 'ggggg']]"
titan,3,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'gybyb'], [3, 'titan', 'ggggg']]"
wench,5,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbbb'], [3, 'deign', 'bgbby'], [4, 'bench', 'bgggg'], [5, 'wench', 'ggggg']]"
owner,5,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgg'], [3, 'cider', 'bbbgg'], [4, 'power', 'byygg'], [5, 'owner', 'ggggg']]"
husky,4,"[[1, 'slate', 'ybbbb'], [2, 'missy', 'bbgbg'], [3, 'bushy', 'bggyg'], [4, 'husky', 'ggggg']]"
crump,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'ggbbb'], [3, 'crimp', 'ggbgg'], [4, 'crump', 'ggggg']]"
mason,4,"[[1, 'slate', 'ybybb'], [2, 'gassy', 'bggbb'], [3, 'basin', 'bggbg'], [4, 'mason', 'ggggg']]"
decor,3,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbbg'], [3, 'decor', 'ggggg']]"
fecal,4,"[[1, 'slate', 'byyby'], [2, 'legal', 'bgbgg'], [3, 'pedal', 'bgbgg'], [4, 'fecal', 'ggggg']]"
felon,4,"[[1, 'slate', 'bybby'], [2, 'level', 'ygbbb'], [3, 'belly', 'bggbb'], [4, 'felon', 'ggggg']]"
puffy,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbbbg'], [3, 'dumpy', 'bgbyg'], [4, 'puffy', 'ggggg']]"
unmet,3,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'bbygg'], [3, 'unmet', 'ggggg']]"
basis,4,"[[1, 'slate', 'ybybb'], [2, 'gassy', 'bggbb'], [3, 'basin', 'ggggb'], [4, 'basis', 'ggggg']]"
utter,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'ybbgy'], [3, 'otter', 'bgggg'], [4, 'utter', 'ggggg']]"
arson,3,"[[1, 'slate', 'ybybb'], [2, 'gassy', 'bygbb'], [3, 'arson', 'ggggg']]"
cobra,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bybgb'], [3, 'agora', 'bbygg'], [4, 'cobra', 'ggggg']]"
kiosk,3,"[[1, 'slate', 'ybbbb'], [2, 'missy', 'bgbgb'], [3, 'kiosk', 'ggggg']]"
liken,4,"[[1, 'slate', 'bybby'], [2, 'level', 'gbbgb'], [3, 'linen', 'ggbgg'], [4, 'liken', 'ggggg']]"
mirth,2,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'ggggg']]"
lucky,4,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbybg'], [3, 'lumpy', 'ggbbg'], [4, 'lucky', 'ggggg']]"
lumpy,3,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbybg'], [3, 'lumpy', 'ggggg']]"
retch,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'ygbbb'], [3, 'retro', 'gggbb'], [4, 'retch', 'ggggg']]"
vapor,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgybb'], [3, 'radar', 'bgbbg'], [4, 'vapor', 'ggggg']]"
again,3,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'bbgbb'], [3, 'again', 'ggggg']]"
dwelt,4,"[[1, 'slate', 'bybyy'], [2, 'motel', 'bbyyy'], [3, 'knelt', 'bbggg'], [4, 'dwelt', 'ggggg']]"
niche,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bbyyg'], [3, 'niche', 'ggggg']]"
welsh,3,"[[1, 'slate', 'yybby'], [2, 'loser', 'ybyyb'], [3, 'welsh', 'ggggg']]"
basic,4,"[[1, 'slate', 'ybybb'], [2, 'gassy', 'bggbb'], [3, 'basin', 'ggggb'], [4, 'basic', 'ggggg']]"
pitch,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'ygbyb'], [3, 'ditch', 'bgggg'], [4, 'pitch', 'ggggg']]"
rugby,5,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bybbg'], [3, 'furry', 'bgybg'], [4, 'ruddy', 'ggbbg'], [5, 'rugby', 'ggggg']]"
upset,4,"[[1, 'slate', 'ybbyy'], [2, 'beset', 'bbggg'], [3, 'unset', 'gbggg'], [4, 'upset', 'ggggg']]"
tidal,4,"[[1, 'slate', 'byyyb'], [2, 'fatal', 'bbygg'], [3, 'tonal', 'gbbgg'], [4, 'tidal', 'ggggg']]"
ensue,3,"[[1, 'slate', 'ybbbg'], [2, 'noose', 'ybbyg'], [3, 'ensue', 'ggggg']]"
duchy,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'ybbbg'], [3, 'mucky', 'bggbg'], [4, 'duchy', 'ggggg']]"
debut,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'bgbbg'], [3, 'debit', 'gggbg'], [4, 'debut', 'ggggg']]"
aloof,2,"[[1, 'slate', 'bgybb'], [2, 'aloof', 'ggggg']]"
climb,4,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'bgbbb'], [3, 'bloom', 'ygbby'], [4, 'climb', 'ggggg']]"
epoxy,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bybbb'], [3, 'enemy', 'gbbbg'], [4, 'epoxy', 'ggggg']]"
rapid,5,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgybb'], [3, 'radar', 'ggybb'], [4, 'rabid', 'ggbgg'], [5, 'rapid', 'ggggg']]"
medal,4,"[[1, 'slate', 'byyby'], [2, 'legal', 'bgbgg'], [3, 'pedal', 'bgggg'], [4, 'medal', 'ggggg']]"
hippy,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbbbg'], [3, 'dumpy', 'bbbgg'], [4, 'hippy', 'ggggg']]"
folio,4,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bggbb'], [3, 'colon', 'bggbb'], [4, 'folio', 'ggggg']]"
condo,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gbyyb'], [3, 'conch', 'gggbb'], [4, 'condo', 'ggggg']]"
ahead,4,"[[1, 'slate', 'bbyby'], [2, 'racer', 'bybyb'], [3, 'knead', 'bbggg'], [4, 'ahead', 'ggggg']]"
local,3,"[[1, 'slate', 'byybb'], [2, 'canal', 'ybbgg'], [3, 'local', 'ggggg']]"
rabid,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgybb'], [3, 'radar', 'ggybb'], [4, 'rabid', 'ggggg']]"
wield,3,"[[1, 'slate', 'bybby'], [2, 'level', 'yybbb'], [3, 'wield', 'ggggg']]"
adult,3,"[[1, 'slate', 'byyyb'], [2, 'fatal', 'byyby'], [3, 'adult', 'ggggg']]"
ghoul,4,"[[1, 'slate', 'bybbb'], [2, 'golly', 'gyybb'], [3, 'growl', 'gbgbg'], [4, 'ghoul', 'ggggg']]"
quirk,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bybbb'], [3, 'quirk', 'ggggg']]"
zonal,3,"[[1, 'slate', 'byybb'], [2, 'canal', 'bbggg'], [3, 'zonal', 'ggggg']]"
tumor,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'gbbbb'], [3, 'truck', 'gyybb'], [4, 'tumor', 'ggggg']]"
nasal,3,"[[1, 'slate', 'yyybb'], [2, 'basal', 'bgggg'], [3, 'nasal', 'ggggg']]"
quick,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'ybbbb'], [3, 'quick', 'ggggg']]"
axial,5,"[[1, 'slate', 'byybb'], [2, 'canal', 'bybgg'], [3, 'moral', 'bbbgg'], [4, 'pupal', 'bbbgg'], [5, 'axial', 'ggggg']]"
manic,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'ggbbb'], [3, 'mania', 'ggggb'], [4, 'manic', 'ggggg']]"
rebut,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'bgbbg'], [3, 'debit', 'bggbg'], [4, 'rebut', 'ggggg']]"
wrung,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bgbgb'], [3, 'brink', 'bgbgb'], [4, 'wrung', 'ggggg']]"
recut,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'bgbbg'], [3, 'debit', 'bgbbg'], [4, 'recut', 'ggggg']]"
morph,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byybb'], [3, 'furor', 'bbgyb'], [4, 'morph', 'ggggg']]"
cheap,4,"[[1, 'slate', 'bbyby'], [2, 'racer', 'byyyb'], [3, 'ocean', 'byggb'], [4, 'cheap', 'ggggg']]"
avert,4,"[[1, 'slate', 'bbyyy'], [2, 'cater', 'byyyy'], [3, 'treat', 'bygyg'], [4, 'avert', 'ggggg']]"
about,4,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'byybg'], [3, 'audit', 'gybbg'], [4, 'about', 'ggggg']]"
flown,3,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'ggbyb'], [3, 'flown', 'ggggg']]"
heron,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbby'], [3, 'merry', 'bggbb'], [4, 'heron', 'ggggg']]"
ratio,4,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'ygbbb'], [3, 'patch', 'bggbb'], [4, 'ratio', 'ggggg']]"
visit,3,"[[1, 'slate', 'ybbyb'], [2, 'foist', 'bbyyg'], [3, 'visit', 'ggggg']]"
valid,4,"[[1, 'slate', 'byybb'], [2, 'canal', 'bgbby'], [3, 'rally', 'bggbb'], [4, 'valid', 'ggggg']]"
gloom,4,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'bgbbb'], [3, 'bloom', 'bgggg'], [4, 'gloom', 'ggggg']]"
plaza,4,"[[1, 'slate', 'bggbb'], [2, 'clank', 'bggbb'], [3, 'plaid', 'gggbb'], [4, 'plaza', 'ggggg']]"
cumin,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gbbyb'], [3, 'cinch', 'gyybb'], [4, 'cumin', 'ggggg']]"
femur,3,"[[1, 'slate', 'bbbby'], [2, 'fever', 'ggbbg'], [3, 'femur', 'ggggg']]"
fizzy,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbbbg'], [3, 'dumpy', 'bbbbg'], [4, 'fizzy', 'ggggg']]"
islet,2,"[[1, 'slate', 'yybyy'], [2, 'islet', 'ggggg']]"
pecan,3,"[[1, 'slate', 'bbyby'], [2, 'racer', 'bygyb'], [3, 'pecan', 'ggggg']]"
regal,3,"[[1, 'slate', 'byyby'], [2, 'legal', 'bgggg'], [3, 'regal', 'ggggg']]"
stump,4,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'ggbyb'], [3, 'stunk', 'gggbb'], [4, 'stump', 'ggggg']]"
royal,4,"[[1, 'slate', 'byybb'], [2, 'canal', 'bbbgg'], [3, 'moral', 'bgygg'], [4, 'royal', 'ggggg']]"
quoth,4,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bbbgg'], [3, 'booth', 'bbggg'], [4, 'quoth', 'ggggg']]"
email,3,"[[1, 'slate', 'bygby'], [2, 'leaky', 'yygbb'], [3, 'email', 'ggggg']]"
gypsy,3,"[[1, 'slate', 'ybbbb'], [2, 'missy', 'bbbgg'], [3, 'gypsy', 'ggggg']]"
pasta,3,"[[1, 'slate', 'ybygb'], [2, 'pasty', 'ggggb'], [3, 'pasta', 'ggggg']]"
robin,5,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byyyb'], [3, 'donor', 'bgyby'], [4, 'mourn', 'bgbyg'], [5, 'robin', 'ggggg']]"
aback,5,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'bbggg'], [3, 'whack', 'bbggg'], [4, 'quack', 'bbggg'], [5, 'aback', 'ggggg']]"
ester,3,"[[1, 'slate', 'ybbyy'], [2, 'beset', 'byygy'], [3, 'ester', 'ggggg']]"
cocoa,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bybbb'], [3, 'aping', 'ybbbb'], [4, 'cocoa', 'ggggg']]"
decal,4,"[[1, 'slate', 'byyby'], [2, 'legal', 'bgbgg'], [3, 'pedal', 'bgygg'], [4, 'decal', 'ggggg']]"
filth,3,"[[1, 'slate', 'bybgb'], [2, 'lofty', 'ybygb'], [3, 'filth', 'ggggg']]"
llama,4,"[[1, 'slate', 'bggbb'], [2, 'clank', 'bggbb'], [3, 'plaid', 'bggbb'], [4, 'llama', 'ggggg']]"
lurch,4,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbybb'], [3, 'lurid', 'gggbb'], [4, 'lurch', 'ggggg']]"
parka,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bggbb'], [3, 'baron', 'bggbb'], [4, 'parka', 'ggggg']]"
toxin,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'gybbb'], [3, 'tonic', 'ggygb'], [4, 'toxin', 'ggggg']]"
welch,6,"[[1, 'slate', 'bybby'], [2, 'level', 'ygbbb'], [3, 'belly', 'bggbb'], [4, 'felon', 'bggbb'], [5, 'relic', 'bggby'], [6, 'welch', 'ggggg']]"
youth,4,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bbbgg'], [3, 'booth', 'bgbgg'], [4, 'youth', 'ggggg']]"
viral,5,"[[1, 'slate', 'byybb'], [2, 'canal', 'bbbgg'], [3, 'moral', 'bbggg'], [4, 'rural', 'bbggg'], [5, 'viral', 'ggggg']]"
photo,3,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bbbgy'], [3, 'photo', 'ggggg']]"
comic,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gbybb'], [3, 'couch', 'ggbbb'], [4, 'comic', 'ggggg']]"
cliff,3,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'ygbbb'], [3, 'cliff', 'ggggg']]"
tango,4,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'ggbyb'], [3, 'tangy', 'ggggb'], [4, 'tango', 'ggggg']]"
chess,3,"[[1, 'slate', 'ybbby'], [2, 'riser', 'bbyyb'], [3, 'chess', 'ggggg']]"
bongo,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbyyb'], [3, 'bingo', 'gbggg'], [4, 'bongo', 'ggggg']]"
flung,3,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'ggggb'], [3, 'flung', 'ggggg']]"
tepid,3,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'ggbbb'], [3, 'tepid', 'ggggg']]"
under,5,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgg'], [3, 'cider', 'bbggg'], [4, 'udder', 'gbggg'], [5, 'under', 'ggggg']]"
apnea,3,"[[1, 'slate', 'bbyby'], [2, 'racer', 'bybgb'], [3, 'apnea', 'ggggg']]"
melon,5,"[[1, 'slate', 'bybby'], [2, 'level', 'ygbbb'], [3, 'belly', 'bggbb'], [4, 'felon', 'bgggg'], [5, 'melon', 'ggggg']]"
munch,5,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'ybbyb'], [3, 'punch', 'bgggg'], [4, 'bunch', 'bgggg'], [5, 'munch', 'ggggg']]"
twang,4,"[[1, 'slate', 'bbgyb'], [2, 'trait', 'gbgbb'], [3, 'thank', 'gbggb'], [4, 'twang', 'ggggg']]"
login,3,"[[1, 'slate', 'bybbb'], [2, 'golly', 'ygybb'], [3, 'login', 'ggggg']]"
rerun,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbby'], [3, 'merry', 'bggbb'], [4, 'rerun', 'ggggg']]"
kneed,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bybgb'], [3, 'boney', 'bbygb'], [4, 'kneed', 'ggggg']]"
qualm,4,"[[1, 'slate', 'bygbb'], [2, 'frail', 'bbgby'], [3, 'koala', 'bbggb'], [4, 'qualm', 'ggggg']]"
arrow,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bygbb'], [3, 'apron', 'gbggb'], [4, 'arrow', 'ggggg']]"
angst,3,"[[1, 'slate', 'ybyyb'], [2, 'artsy', 'gbygb'], [3, 'angst', 'ggggg']]"
jazzy,6,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgbbg'], [3, 'candy', 'bgbbg'], [4, 'gawky', 'bgbbg'], [5, 'happy', 'bgbbg'], [6, 'jazzy', 'ggggg']]"
guava,4,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'bbgbb'], [3, 'again', 'yygbb'], [4, 'guava', 'ggggg']]"
notch,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'ybbyb'], [3, 'butch', 'bbggg'], [4, 'notch', 'ggggg']]"
rigor,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byybb'], [3, 'furor', 'bbygg'], [4, 'rigor', 'ggggg']]"
bison,3,"[[1, 'slate', 'ybbbb'], [2, 'missy', 'bggbb'], [3, 'bison', 'ggggg']]"
fuzzy,5,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbbbg'], [3, 'dumpy', 'bgbbg'], [4, 'buggy', 'bgbbg'], [5, 'fuzzy', 'ggggg']]"
devil,3,"[[1, 'slate', 'bybby'], [2, 'level', 'bggbg'], [3, 'devil', 'ggggg']]"
fella,3,"[[1, 'slate', 'byyby'], [2, 'legal', 'ygbyy'], [3, 'fella', 'ggggg']]"
legal,2,"[[1, 'slate', 'byyby'], [2, 'legal', 'ggggg']]"
wagon,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgbbb'], [3, 'canon', 'bgbgg'], [4, 'wagon', 'ggggg']]"
woman,3,"[[1, 'slate', 'bbybb'], [2, 'marry', 'yybbb'], [3, 'woman', 'ggggg']]"
